Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2281,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32,1993,18,16,1490,16.6,1,0,1,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,Matches
2282,Javi Rueda,es ESP,MF,Celta Vigo,es La Liga,23,2002,26,16,1404,15.6,2,6,8,2,0,0,6,0,0.13,0.38,0.51,0.13,0.51,Matches
2283,Daniele Rugani,it ITA,DF,Fiorentina,it Serie A,31,1994,6,4,327,3.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2284,Daniele Rugani,it ITA,DF,Juventus,it Serie A,31,1994,6,3,250,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2285,Matteo Ruggeri,it ITA,DF,Atlético Madrid,es La Liga,23,2002,26,20,1774,19.7,0,3,3,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches
2286,Aitor Ruibal,es ESP,"DF,MF",Real Betis,es La Liga,29,1996,27,20,1808,20.1,4,2,6,4,0,0,6,1,0.20,0.10,0.30,0.20,0.30,Matches
2287,Abel Ruiz,es ESP,FW,Girona,es La Liga,25,2000,9,0,187,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2288,Fabián Ruiz Peña,es ESP,MF,PSG,fr Ligue 1,29,1996,20,13,1131,12.6,1,4,5,1,0,0,2,0,0.08,0.32,0.40,0.08,0.40,Matches
2289,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33,1992,29,29,2610,29.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
2290,Iñaki Rupérez,es ESP,DF,Real Sociedad,es La Liga,22,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2291,Jacen Russell-Rowe,ca CAN,FW,Toulouse,fr Ligue 1,22,2002,13,5,472,5.2,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches
2292,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,23,2002,32,20,1786,19.8,3,3,6,3,0,0,2,0,0.15,0.15,0.30,0.15,0.30,Matches
2293,Mathew Ryan,au AUS,GK,Levante,es La Liga,33,1992,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
2294,Julian Ryerson,no NOR,MF,Dortmund,de Bundesliga,27,1997,31,26,2266,25.2,0,15,15,0,0,0,8,0,0.00,0.60,0.60,0.00,0.60,Matches
2295,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32,1992,30,30,2640,29.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2296,Alexander Røssing-Lelesiit,no NOR,"FW,MF",Hamburger SV,de Bundesliga,18,2007,11,5,321,3.6,0,1,1,0,0,0,3,1,0.00,0.28,0.28,0.00,0.28,Matches
2297,José Sá,pt POR,GK,Wolves,eng Premier League,32,1993,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2298,Elias Saad,tn TUN,"MF,FW",Augsburg,de Bundesliga,25,1999,10,7,497,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2299,Idrissa Sabaly,fr FRA,MF,Strasbourg,fr Ligue 1,17,2007,1,1,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2300,Stefano Sabelli,it ITA,"MF,DF",Genoa,it Serie A,32,1993,16,12,913,10.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2301,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,it Serie A,28,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2302,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31,1994,26,21,1817,20.2,1,2,3,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,Matches
2303,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,20,2004,33,33,2889,32.1,0,1,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,Matches
2304,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,28,1997,20,8,911,10.1,4,2,6,4,0,0,3,0,0.40,0.20,0.59,0.40,0.59,Matches
2305,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28,1997,5,2,153,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2306,Alexis Saelemaekers,be BEL,MF,Milan,it Serie A,26,1999,35,33,2788,31.0,3,3,6,3,0,0,5,0,0.10,0.10,0.19,0.10,0.19,Matches
2307,Matvei Safonov,ru RUS,GK,PSG,fr Ligue 1,26,1999,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2308,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,26,1998,2,2,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2309,Osame Sahraoui,ma MAR,MF,Lille,fr Ligue 1,24,2001,18,4,505,5.6,1,2,3,1,0,0,0,0,0.18,0.36,0.53,0.18,0.53,Matches
2310,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30,1995,29,26,1991,22.1,12,2,14,11,1,1,2,0,0.54,0.09,0.63,0.50,0.59,Matches
2311,Allan Saint-Maximin,fr FRA,MF,Lens,fr Ligue 1,28,1997,10,2,410,4.6,3,3,6,3,0,0,0,0,0.66,0.66,1.32,0.66,1.32,Matches
2312,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23,2001,31,25,2222,24.7,7,5,12,6,1,1,2,0,0.28,0.20,0.49,0.24,0.45,Matches
2313,Mathis Saka,fr FRA,FW,Toulouse,fr Ligue 1,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2314,Álex Sala,es ESP,MF,Lecce,it Serie A,24,2001,9,2,167,1.9,0,1,1,0,0,0,0,0,0.00,0.54,0.54,0.00,0.54,Matches
2315,Ibrahim Salah,ma MAR,MF,Rennes,fr Ligue 1,23,2001,2,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2316,Mohamed Salah,eg EGY,MF,Liverpool,eng Premier League,33,1992,27,23,2146,23.8,7,7,14,6,1,1,1,0,0.29,0.29,0.59,0.25,0.55,Matches
2317,Jan Salas,es ESP,MF,Mallorca,es La Liga,19,2005,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2318,Kike Salas,es ESP,DF,Sevilla,es La Liga,23,2002,26,24,2203,24.5,2,0,2,2,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
2319,Manolis Saliakas,gr GRE,MF,St Pauli,de Bundesliga,28,1996,17,12,1106,12.3,1,3,4,1,0,0,3,0,0.08,0.24,0.33,0.08,0.33,Matches
2320,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24,2001,31,30,2614,29.0,1,0,1,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches
2321,José Salinas,es ESP,DF,Espanyol,es La Liga,24,2000,11,2,257,2.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2322,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26,1999,12,12,1080,12.0,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
2323,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23,2002,26,11,1030,11.4,2,1,3,2,0,0,1,0,0.17,0.09,0.26,0.17,0.26,Matches
2324,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,32,1992,27,17,1542,17.1,2,1,3,2,0,0,4,0,0.12,0.06,0.18,0.12,0.18,Matches
2325,Mama Samba Baldé,gw GNB,"FW,MF",Brest,fr Ligue 1,29,1995,18,8,716,8.0,2,2,4,2,0,0,0,0,0.25,0.25,0.50,0.25,0.50,Matches
2326,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31,1994,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
2327,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,25,1999,26,20,1710,19.0,5,0,5,5,0,0,3,0,0.26,0.00,0.26,0.26,0.26,Matches
2328,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29,1996,25,10,945,10.5,1,1,2,1,0,0,2,0,0.10,0.10,0.19,0.10,0.19,Matches
2329,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25,2000,28,22,1788,19.9,4,0,4,2,2,2,4,1,0.20,0.00,0.20,0.10,0.10,Matches
2330,Álex Sánchez,es ESP,FW,Elche,es La Liga,19,2006,1,0,6,0.1,0,1,1,0,0,0,0,0,0.00,15.00,15.00,0.00,15.00,Matches
2331,Alexis Sánchez,cl CHI,"FW,MF",Sevilla,es La Liga,36,1988,28,11,1308,14.5,4,2,6,3,1,1,3,0,0.28,0.14,0.41,0.21,0.34,Matches
2332,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28,1997,30,9,1073,11.9,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
2333,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21,2003,32,23,1990,22.1,0,3,3,0,0,0,6,1,0.00,0.14,0.14,0.00,0.14,Matches
2334,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29,1996,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2335,Manu Sánchez,es ESP,DF,Levante,es La Liga,24,2000,33,31,2814,31.3,1,2,3,1,0,0,8,0,0.03,0.06,0.10,0.03,0.10,Matches
2336,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27,1997,35,35,3039,33.8,0,1,1,0,0,0,3,1,0.00,0.03,0.03,0.00,0.03,Matches
2337,Selton Sánchez,es ESP,MF,Athletic Club,es La Liga,18,2007,7,2,196,2.2,0,1,1,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,Matches
2338,Jadon Sancho,eng ENG,MF,Aston Villa,eng Premier League,25,2000,23,9,876,9.7,0,2,2,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches
2339,Álex Sancris,es ESP,"MF,FW",Getafe,es La Liga,28,1997,18,5,708,7.9,0,1,1,0,0,0,4,1,0.00,0.13,0.13,0.00,0.13,Matches
2340,Philipp Sander,de GER,"DF,MF",Gladbach,de Bundesliga,27,1998,30,29,2445,27.2,2,0,2,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
2341,James Sands,us USA,MF,St Pauli,de Bundesliga,25,2000,24,23,1934,21.5,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
2342,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,20,2005,16,5,541,6.0,1,1,2,1,0,0,2,0,0.17,0.17,0.33,0.17,0.33,Matches
2343,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21,2004,23,22,1940,21.6,2,1,3,2,0,0,5,2,0.09,0.05,0.14,0.09,0.14,Matches
2344,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23,2002,28,28,2324,25.8,1,1,2,1,0,0,4,2,0.04,0.04,0.08,0.04,0.08,Matches
2345,Buba Sangaré,es ESP,"DF,MF",Elche,es La Liga,17,2007,12,8,538,6.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
2346,Ibrahim Sangaré,ci CIV,MF,Nottingham,eng Premier League,27,1997,28,25,2075,23.1,2,2,4,2,0,0,5,0,0.09,0.09,0.17,0.09,0.17,Matches
2347,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23,2002,29,27,2323,25.8,3,4,7,3,0,0,5,0,0.12,0.15,0.27,0.12,0.27,Matches
2348,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19,2006,26,18,1737,19.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2349,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24,2001,10,2,288,3.2,1,0,1,1,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matches
2350,Kaishū Sano,jp JPN,MF,Mainz 05,de Bundesliga,24,2000,34,34,3059,34.0,1,2,3,1,0,0,1,0,0.03,0.06,0.09,0.03,0.09,Matches
2351,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,30,1994,31,20,1772,19.7,0,2,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
2352,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30,1995,19,7,754,8.4,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
2353,Yago Santiago,es ESP,MF,Elche,es La Liga,22,2003,9,3,281,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2354,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21,2004,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2355,Alisson Santos,br BRA,"MF,FW",Napoli,it Serie A,22,2002,14,9,834,9.3,4,0,4,4,0,0,1,0,0.43,0.00,0.43,0.43,0.43,Matches
2356,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21,2004,27,13,1260,14.0,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
2357,Kauã Santos,br BRA,GK,Frankfurt,de Bundesliga,22,2003,13,13,1084,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2358,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23,2002,15,8,709,7.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2359,Bara Sapoko Ndiaye,sn SEN,MF,Bayern Munich,de Bundesliga,17,2007,4,2,143,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2360,Renzo Saravia,ar ARG,DF,Valencia,es La Liga,32,1993,5,4,351,3.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2361,Alejo Sarco,ar ARG,FW,Gladbach,de Bundesliga,19,2006,3,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2362,Alejo Sarco,ar ARG,FW,Leverkusen,de Bundesliga,19,2006,3,0,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2363,Jeremy Sarmiento,ec ECU,MF,Cremonese,it Serie A,23,2002,7,0,142,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2364,Amin Sarr,se SWE,"FW,MF",Hellas Verona,it Serie A,24,2001,34,9,1102,12.2,0,1,1,0,0,0,2,1,0.00,0.08,0.08,0.00,0.08,Matches
2365,Bouna Sarr,sn SEN,"MF,DF",Metz,fr Ligue 1,33,1992,12,10,895,9.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2366,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,27,1998,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.37,0.04,0.41,0.25,0.29,Matches
2367,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26,1999,33,33,2925,32.5,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
2368,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,19,2005,15,15,1305,14.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
2369,Mamadou Sarr,sn SEN,DF,Chelsea,eng Premier League,19,2005,3,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2370,Martin Satriano,uy URU,"FW,MF",Getafe,es La Liga,24,2001,18,18,1603,17.8,6,1,7,6,0,0,5,0,0.34,0.06,0.39,0.34,0.39,Matches
2371,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24,2001,11,8,692,7.7,2,1,3,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,Matches
2372,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21,2004,25,6,651,7.2,1,0,1,1,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches
2373,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23,2002,7,6,620,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2374,Sávio,br BRA,MF,Manchester City,eng Premier League,21,2004,24,7,833,9.3,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
2375,Nicolò Savona,it ITA,DF,Nottingham,eng Premier League,22,2003,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches
2376,Amine Sbai,ma MAR,"MF,FW",Angers,fr Ligue 1,24,2000,25,23,1818,20.2,3,1,4,3,0,1,3,1,0.15,0.05,0.20,0.15,0.20,Matches
2377,Joe Scally,us USA,"DF,MF",Gladbach,de Bundesliga,22,2002,32,29,2608,29.0,2,3,5,2,0,0,8,0,0.07,0.10,0.17,0.07,0.17,Matches
2378,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21,2003,24,23,1808,20.1,3,1,4,3,0,0,2,0,0.15,0.05,0.20,0.15,0.20,Matches
2379,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26,1999,24,16,1315,14.6,10,1,11,8,2,2,2,0,0.68,0.07,0.75,0.55,0.62,Matches
2380,Oliver Scarles,eng ENG,"DF,MF",West Ham,eng Premier League,19,2005,13,9,659,7.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2381,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,21,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2382,Kevin Schade,de GER,"MF,FW",Brentford,eng Premier League,23,2001,35,32,2745,30.5,8,3,11,8,0,1,6,1,0.26,0.10,0.36,0.26,0.36,Matches
2383,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26,1999,28,16,1421,15.8,2,1,3,2,0,0,2,1,0.13,0.06,0.19,0.13,0.19,Matches
2384,Fabian Schär,ch SUI,DF,Newcastle,eng Premier League,33,1991,16,11,1091,12.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2385,Fynn Schenten,de GER,FW,Köln,de Bundesliga,17,2007,7,1,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2386,Derry Scherhant,de GER,MF,Freiburg,de Bundesliga,22,2002,31,12,1301,14.5,5,1,6,5,0,0,2,0,0.35,0.07,0.42,0.35,0.42,Matches
2387,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29,1996,28,23,1988,22.1,16,3,19,12,4,5,2,0,0.72,0.14,0.86,0.54,0.68,Matches
2388,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31,1994,27,3,820,9.1,5,1,6,5,0,0,1,0,0.55,0.11,0.66,0.55,0.66,Matches
2389,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27,1997,26,21,1837,20.4,3,1,4,3,0,0,6,0,0.15,0.05,0.20,0.15,0.20,Matches
2390,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28,1997,24,22,2031,22.6,0,1,1,0,0,1,7,1,0.00,0.04,0.04,0.00,0.04,Matches
2391,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25,1999,28,28,2520,28.0,5,1,6,5,0,0,8,0,0.18,0.04,0.21,0.18,0.21,Matches
2392,Mick Schmetgens,de GER,MF,Werder Bremen,de Bundesliga,17,2007,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2393,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25,2000,34,34,2982,33.1,4,8,12,1,3,4,4,0,0.12,0.24,0.36,0.03,0.27,Matches
2394,Isaac Schmidt,ch SUI,"MF,DF",Werder Bremen,de Bundesliga,25,1999,19,6,682,7.6,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches
2395,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,26,1998,16,13,1078,12.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
2396,Tim Schnitzer,de GER,MF,Augsburg,de Bundesliga,17,2008,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2397,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26,1999,31,29,2252,25.0,3,3,6,3,0,0,5,0,0.12,0.12,0.24,0.12,0.24,Matches
2398,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30,1995,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2399,Léo Scienza,br BRA,MF,Heidenheim,de Bundesliga,26,1998,2,2,180,2.0,1,0,1,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
2400,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21,2003,37,34,2849,31.7,3,1,4,3,0,0,5,0,0.09,0.03,0.13,0.09,0.13,Matches
2401,Simone Scuffet,it ITA,GK,Pisa,it Serie A,29,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2402,Sebastian Sebulonsen,no NOR,"DF,MF",Köln,de Bundesliga,25,2000,31,28,2498,27.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
2403,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22,2003,9,8,681,7.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2404,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22,2003,2,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2405,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25,2000,21,13,1186,13.2,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
2406,Taufik Seidu,es ESP,MF,Atlético Madrid,es La Liga,17,2008,1,0,23,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
2407,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24,2001,33,31,2694,29.9,0,2,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches
2408,Ayumu Seko,jp JPN,"MF,DF",Le Havre,fr Ligue 1,25,2000,30,29,2625,29.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
2409,Matz Sels,be BEL,GK,Nottingham,eng Premier League,33,1992,31,30,2668,29.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2410,Antoine Semenyo,gh GHA,MF,Bournemouth,eng Premier League,25,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.50,0.15,0.65,0.45,0.60,Matches
2411,Antoine Semenyo,gh GHA,"MF,FW",Manchester City,eng Premier League,25,2000,17,17,1397,15.5,7,1,8,7,0,0,1,0,0.45,0.06,0.52,0.45,0.52,Matches
2412,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27,1998,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2413,Marvin Senaya,gh GHA,"DF,MF",Auxerre,fr Ligue 1,24,2001,25,20,1780,19.8,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
2414,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28,1997,37,37,3288,36.5,0,5,5,0,0,0,8,0,0.00,0.14,0.14,0.00,0.14,Matches
2415,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28,1997,20,12,1108,12.3,2,0,2,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches
2416,Manuel Serrano,es ESP,DF,Real Madrid,es La Liga,21,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2417,Nicolás Serrano,es ESP,MF,Athletic Club,es La Liga,22,2003,16,4,366,4.1,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
2418,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22,2003,30,17,1643,18.3,11,1,12,11,0,0,2,0,0.60,0.05,0.66,0.60,0.66,Matches
2419,Ryan Sessegnon,eng ENG,"DF,MF",Fulham,eng Premier League,25,2000,27,20,1823,20.3,3,1,4,3,0,0,0,0,0.15,0.05,0.20,0.15,0.20,Matches
2420,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,32,1992,20,5,666,7.4,1,2,3,1,0,0,4,0,0.14,0.27,0.41,0.14,0.41,Matches
2421,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30,1995,38,38,3219,35.8,1,1,2,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06,Matches
2422,Kento Shiogai,jp JPN,MF,Wolfsburg,de Bundesliga,20,2005,12,2,318,3.5,1,0,1,1,0,0,3,0,0.28,0.00,0.28,0.28,0.28,Matches
2423,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27,1998,26,21,1681,18.7,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
2424,Djibril Sidibé,fr FRA,"MF,DF",Toulouse,fr Ligue 1,33,1992,32,25,2141,23.8,3,4,7,2,1,2,1,0,0.13,0.17,0.29,0.08,0.25,Matches
2425,Armindo Sieb,de GER,FW,Mainz 05,de Bundesliga,22,2003,22,3,548,6.1,2,0,2,2,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches
2426,Jamil Siebert,de GER,DF,Lecce,it Serie A,23,2002,21,18,1701,18.9,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches
2427,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28,1997,10,9,861,9.6,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
2428,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25,2000,15,12,1081,12.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
2429,Mathys Silestrie,fr FRA,GK,Rennes,fr Ligue 1,19,2005,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2430,André Silva,pt POR,FW,Elche,es La Liga,29,1995,31,22,1849,20.5,10,0,10,7,3,3,3,0,0.49,0.00,0.49,0.34,0.34,Matches
2431,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,30,1994,38,34,2872,31.9,2,4,6,2,0,0,10,0,0.06,0.13,0.19,0.06,0.19,Matches
