Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
435,Dani Calvo,es ESP,DF,Oviedo,es La Liga,31,1994,20,17,1611,17.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
436,Abdoulaye Camara,fr FRA,MF,Udinese,it Serie A,16,2008,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
437,Adama Camara,fr FRA,"MF,DF",Paris FC,fr Ligue 1,28,1996,29,26,2159,24.0,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches
438,Amady Camara,ml MLI,FW,Nantes,fr Ligue 1,20,2005,10,1,171,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
439,Dawda Camara,mr MTN,FW,Girona,es La Liga,22,2002,2,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
440,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,21,2004,24,22,1847,20.5,3,4,7,3,0,0,6,0,0.15,0.19,0.34,0.15,0.34,Matches
441,Mahdi Camara,fr FRA,MF,Rennes,fr Ligue 1,27,1998,32,31,2653,29.5,3,1,4,3,0,0,5,1,0.10,0.03,0.14,0.10,0.14,Matches
442,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,22,2003,32,31,2718,30.2,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
443,Francesco Camarda,it ITA,FW,Lecce,it Serie A,17,2008,21,7,687,7.6,1,0,1,1,0,1,1,0,0.13,0.00,0.13,0.13,0.13,Matches
444,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,22,2002,29,16,1528,17.0,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches
445,Nicolò Cambiaghi,it ITA,"MF,FW",Bologna,it Serie A,24,2000,28,17,1518,16.9,3,4,7,3,0,0,3,1,0.18,0.24,0.42,0.18,0.42,Matches
446,Andrea Cambiaso,it ITA,"MF,DF",Juventus,it Serie A,25,2000,36,35,2769,30.8,3,4,7,3,0,0,3,1,0.10,0.13,0.23,0.10,0.23,Matches
447,Axel Camblan,fr FRA,FW,Brest,fr Ligue 1,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
448,Sergio Camello,es ESP,"FW,MF",Rayo Vallecano,es La Liga,24,2001,22,8,823,9.1,5,1,6,5,0,0,3,1,0.55,0.11,0.66,0.55,0.66,Matches
449,Cole Campbell,us USA,FW,Hoffenheim,de Bundesliga,19,2006,5,0,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
450,Cole Campbell,us USA,FW,Dortmund,de Bundesliga,19,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
451,Emre Can,de GER,DF,Dortmund,de Bundesliga,31,1994,9,7,621,6.9,3,0,3,0,3,3,3,0,0.43,0.00,0.43,0.00,0.00,Matches
452,Matteo Cancellieri,it ITA,FW,Lazio,it Serie A,23,2002,30,21,1725,19.2,4,2,6,4,0,0,6,0,0.21,0.10,0.31,0.21,0.31,Matches
453,João Cancelo,pt POR,DF,Barcelona,es La Liga,31,1994,16,11,954,10.6,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
454,Fali Candé,gw GNB,DF,Sassuolo,it Serie A,27,1998,12,5,509,5.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
455,Simone Canestrelli,it ITA,DF,Pisa,it Serie A,24,2000,37,36,3201,35.6,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
456,Jaydee Canvot,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19,2006,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
457,Jaydee Canvot,fr FRA,DF,Crystal Palace,eng Premier League,19,2006,20,14,1336,14.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
458,Nicolás Capaldo,ar ARG,"DF,MF",Hamburger SV,de Bundesliga,26,1998,26,24,2001,22.2,1,3,4,1,0,0,10,0,0.04,0.13,0.18,0.04,0.18,Matches
459,Pierrick Capelle,fr FRA,MF,Angers,fr Ligue 1,38,1987,16,6,651,7.2,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
460,Elia Caprile,it ITA,GK,Cagliari,it Serie A,23,2001,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
461,Maxence Caqueret,fr FRA,MF,Como,it Serie A,25,2000,30,17,1485,16.5,2,6,8,2,0,0,3,0,0.12,0.36,0.48,0.12,0.48,Matches
462,Antonio Caracciolo,it ITA,DF,Pisa,it Serie A,35,1990,35,34,3073,34.1,2,0,2,2,0,0,10,0,0.06,0.00,0.06,0.06,0.06,Matches
463,Filippo Carbone,it ITA,MF,Genoa,it Serie A,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
464,Franco Carboni,it ITA,MF,Parma,it Serie A,22,2003,7,1,114,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
465,Valentin Carboni,ar ARG,MF,Genoa,it Serie A,20,2005,12,3,359,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
466,Dani Cárdenas,es ESP,GK,Rayo Vallecano,es La Liga,28,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
467,Alessandro Cardinali,it ITA,FW,Parma,it Serie A,19,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
468,Rio Cardines,tt TRI,MF,Crystal Palace,eng Premier League,19,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
469,Sergi Cardona,es ESP,DF,Villarreal,es La Liga,26,1999,31,20,1970,21.9,1,4,5,1,0,0,4,0,0.05,0.18,0.23,0.05,0.23,Matches
470,Fábio Cardoso,pt POR,DF,Sevilla,es La Liga,31,1994,4,4,295,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
471,Johnny Cardoso,us USA,MF,Atlético Madrid,es La Liga,23,2001,15,12,887,9.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
472,Maycon Cardozo,br BRA,MF,Bayern Munich,de Bundesliga,16,2008,2,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
473,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,28,1996,17,13,1213,13.5,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches
474,Patrik Carlgren,se SWE,GK,Nantes,fr Ligue 1,33,1992,3,2,182,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
475,Diego Carlos,br BRA,DF,Como,it Serie A,32,1993,27,21,1949,21.7,1,0,1,1,0,0,8,0,0.05,0.00,0.05,0.05,0.05,Matches
476,Kevin Carlos,es ESP,FW,Nice,fr Ligue 1,24,2001,23,9,880,9.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
477,David Carmo,ao ANG,DF,Oviedo,es La Liga,26,1999,22,20,1786,19.8,1,0,1,1,0,0,8,1,0.05,0.00,0.05,0.05,0.05,Matches
478,Carmona,es ESP,"DF,MF",Sevilla,es La Liga,23,2002,35,29,2565,28.5,1,3,4,1,0,0,13,0,0.04,0.11,0.14,0.04,0.14,Matches
479,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,25,2000,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
480,Sergio Carreira,es ESP,MF,Celta Vigo,es La Liga,24,2000,34,29,2694,29.9,2,1,3,2,0,0,2,0,0.07,0.03,0.10,0.07,0.10,Matches
481,Gorka Carrera,es ESP,FW,Real Sociedad,es La Liga,20,2005,3,0,62,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
482,Álvaro Carreras,es ESP,DF,Real Madrid,es La Liga,22,2003,28,26,2332,25.9,2,3,5,2,0,0,5,1,0.08,0.12,0.19,0.08,0.19,Matches
483,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,33,1992,17,10,977,10.9,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches
484,Fabio Carvalho,pt POR,MF,Brentford,eng Premier League,22,2002,6,1,102,1.1,1,0,1,1,0,0,0,0,0.88,0.00,0.88,0.88,0.88,Matches
485,Cesare Casadei,it ITA,MF,Torino,it Serie A,22,2003,33,19,1997,22.2,6,0,6,6,0,0,5,0,0.27,0.00,0.27,0.27,0.27,Matches
486,Marc Casado,es ESP,MF,Barcelona,es La Liga,21,2003,24,10,989,11.0,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
487,Nicolò Casale,it ITA,DF,Bologna,it Serie A,27,1998,12,8,678,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
488,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,33,1992,34,33,2571,28.6,9,2,11,9,0,0,11,1,0.32,0.07,0.39,0.32,0.39,Matches
489,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,27,1997,35,34,3014,33.5,3,3,6,3,0,0,9,0,0.09,0.09,0.18,0.09,0.18,Matches
490,Josué Casimir,ht HAI,"MF,FW",Auxerre,fr Ligue 1,23,2001,31,16,1522,16.9,1,0,1,1,0,1,6,1,0.06,0.00,0.06,0.06,0.06,Matches
491,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,25,2000,30,28,2495,27.7,2,3,5,2,0,1,6,0,0.07,0.11,0.18,0.07,0.18,Matches
492,Timothy Castagne,be BEL,"DF,MF",Fulham,eng Premier League,29,1995,30,20,1845,20.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
493,Lluc Castell,es ESP,FW,Espanyol,es La Liga,18,2006,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
494,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,26,1998,11,8,692,7.7,2,3,5,2,0,0,2,0,0.26,0.39,0.65,0.26,0.65,Matches
495,Valentín Castellanos,ar ARG,FW,West Ham,eng Premier League,26,1998,18,17,1384,15.4,6,0,6,6,0,0,6,0,0.39,0.00,0.39,0.39,0.39,Matches
496,Castrin,es ESP,DF,Sevilla,es La Liga,22,2003,19,13,1277,14.2,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
497,Jonny Castro,es ESP,DF,Alavés,es La Liga,31,1994,34,34,2994,33.3,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
498,Santiago Castro,ar ARG,FW,Bologna,it Serie A,20,2004,35,26,2359,26.2,7,2,9,7,0,0,3,0,0.27,0.08,0.34,0.27,0.34,Matches
499,Alessio Castro-Montes,be BEL,"MF,DF",Köln,de Bundesliga,28,1997,14,7,672,7.5,1,3,4,1,0,0,2,0,0.13,0.40,0.54,0.13,0.54,Matches
500,Jens Castrop,kr KOR,MF,Gladbach,de Bundesliga,22,2003,26,20,1584,17.6,3,1,4,3,0,0,2,2,0.17,0.06,0.23,0.17,0.23,Matches
501,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,30,1994,27,24,1985,22.1,3,3,6,1,2,2,6,0,0.14,0.14,0.27,0.05,0.18,Matches
502,Catena,es ESP,DF,Osasuna,es La Liga,30,1994,35,35,3071,34.1,3,2,5,3,0,0,11,1,0.09,0.06,0.15,0.09,0.15,Matches
503,Nicolò Cavuoti,it ITA,MF,Cagliari,it Serie A,22,2003,4,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
504,Santi Cazorla,es ESP,MF,Oviedo,es La Liga,40,1984,28,6,940,10.4,0,1,1,0,0,0,2,1,0.00,0.10,0.10,0.00,0.10,Matches
505,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,28,1996,16,4,486,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
506,Federico Ceccherini,it ITA,DF,Cremonese,it Serie A,33,1992,9,6,476,5.3,0,1,1,0,0,0,1,1,0.00,0.19,0.19,0.00,0.19,Matches
507,Abdoulie Ceesay,gm GAM,FW,St Pauli,de Bundesliga,21,2004,20,0,336,3.7,3,0,3,3,0,0,4,0,0.80,0.00,0.80,0.80,0.80,Matches
508,Nidal Čelik,ba BIH,DF,Lens,fr Ligue 1,19,2006,8,8,616,6.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
509,Zeki Çelik,tr TUR,"MF,DF",Roma,it Serie A,28,1997,34,32,2723,30.3,1,2,3,1,0,0,2,1,0.03,0.07,0.10,0.03,0.10,Matches
510,Fabien Centonze,fr FRA,"MF,DF",Nantes,fr Ligue 1,29,1996,15,9,736,8.2,3,0,3,3,0,0,4,0,0.37,0.00,0.37,0.37,0.37,Matches
511,Lucas Cepeda,cl CHI,MF,Elche,es La Liga,22,2002,10,4,402,4.5,1,0,1,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches
512,Václav Černý,cz CZE,"FW,MF",Wolfsburg,de Bundesliga,27,1997,2,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
513,Jorge Cestero,es ESP,MF,Real Madrid,es La Liga,19,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
514,Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,27,1998,27,26,2294,25.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
515,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,de Bundesliga,20,2005,11,8,655,7.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
516,Fares Chaïbi,dz ALG,MF,Frankfurt,de Bundesliga,22,2002,28,21,1792,19.9,2,9,11,2,0,0,2,0,0.10,0.45,0.55,0.10,0.55,Matches
517,Ilyas Chaira,ma MAR,"MF,FW",Oviedo,es La Liga,24,2001,36,30,2447,27.2,6,2,8,6,0,0,2,1,0.22,0.07,0.29,0.22,0.29,Matches
518,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,26,1999,34,31,2783,30.9,3,0,3,3,0,0,3,1,0.10,0.00,0.10,0.10,0.10,Matches
519,Fallou Cham,gm GAM,MF,Hellas Verona,it Serie A,19,2006,6,3,228,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
520,Timothy Chandler,us USA,"DF,MF",Frankfurt,de Bundesliga,35,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
521,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,30,1994,29,29,2546,28.3,1,3,4,1,0,0,6,0,0.04,0.11,0.14,0.04,0.14,Matches
522,Pep Chavarría,es ESP,DF,Rayo Vallecano,es La Liga,27,1998,33,29,2682,29.8,1,2,3,1,0,0,6,1,0.03,0.07,0.10,0.03,0.10,Matches
523,Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,24,2001,4,2,240,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
524,Arthur Chaves,br BRA,DF,Augsburg,de Bundesliga,24,2001,11,9,829,9.2,2,0,2,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches
525,Felipe Chávez,pe PER,MF,Bayern Munich,de Bundesliga,18,2007,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
526,Felipe Chávez,pe PER,MF,Köln,de Bundesliga,18,2007,7,0,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
527,Walid Cheddira,ma MAR,FW,Sassuolo,it Serie A,27,1998,16,1,221,2.5,1,0,1,1,0,0,1,0,0.41,0.00,0.41,0.41,0.41,Matches
528,Walid Cheddira,ma MAR,FW,Lecce,it Serie A,27,1998,17,11,1000,11.1,3,1,4,3,0,0,2,0,0.27,0.09,0.36,0.27,0.36,Matches
529,Chema,es ESP,MF,Stuttgart,de Bundesliga,20,2005,25,14,1310,14.6,3,0,3,3,0,0,5,0,0.21,0.00,0.21,0.21,0.21,Matches
530,Samir Chergui,dz ALG,DF,Paris FC,fr Ligue 1,26,1999,15,13,1154,12.8,1,0,1,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
531,Sidiki Cherif,fr FRA,"FW,MF",Angers,fr Ligue 1,18,2006,19,14,1157,12.9,4,0,4,4,0,0,3,0,0.31,0.00,0.31,0.31,0.31,Matches
532,Rayan Cherki,fr FRA,MF,Manchester City,eng Premier League,21,2003,33,19,1786,19.8,4,12,16,4,0,0,1,0,0.20,0.60,0.81,0.20,0.81,Matches
533,Lucas Chevalier,fr FRA,GK,PSG,fr Ligue 1,23,2001,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
534,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,20,2005,15,8,674,7.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
535,Federico Chiesa,it ITA,MF,Liverpool,eng Premier League,27,1997,26,1,339,3.8,2,1,3,2,0,0,3,0,0.53,0.27,0.80,0.53,0.80,Matches
536,Ben Chilwell,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,28,1996,20,19,1598,17.8,0,2,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches
537,Tawanda Chirewa,zw ZIM,MF,Wolves,eng Premier League,21,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
538,Joris Chotard,fr FRA,MF,Brest,fr Ligue 1,23,2001,33,31,2773,30.8,2,1,3,2,0,0,2,0,0.06,0.03,0.10,0.06,0.10,Matches
539,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,29,1996,13,3,409,4.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
540,Oliver Christensen,dk DEN,GK,Fiorentina,it Serie A,26,1999,1,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
541,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,30,1995,26,9,994,11.0,2,0,2,2,0,0,3,1,0.18,0.00,0.18,0.18,0.18,Matches
542,Carney Chukwuemeka,at AUT,"MF,FW",Dortmund,de Bundesliga,21,2003,28,8,919,10.2,2,0,2,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches
543,Samuel Chukwueze,ng NGA,"FW,MF",Milan,it Serie A,26,1999,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
544,Samuel Chukwueze,ng NGA,MF,Fulham,eng Premier League,26,1999,23,10,1079,12.0,3,4,7,3,0,0,0,0,0.25,0.33,0.58,0.25,0.58,Matches
545,Víctor Chust,es ESP,DF,Elche,es La Liga,25,2000,31,22,2166,24.1,1,0,1,1,0,0,8,1,0.04,0.00,0.04,0.04,0.04,Matches
546,Alessandro Circati,au AUS,DF,Parma,it Serie A,21,2003,31,31,2664,29.6,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches
547,Dennis Cirkin,lv LVA,DF,Sunderland,eng Premier League,23,2002,8,3,323,3.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
548,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,31,1994,29,20,1999,22.2,2,1,3,2,0,0,9,2,0.09,0.05,0.14,0.09,0.14,Matches
549,Amadou Cissé,gn GUI,DF,Strasbourg,fr Ligue 1,19,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
550,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,21,2004,24,12,981,10.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
551,Mamoudou Cissokho,fr FRA,FW,Auxerre,fr Ligue 1,17,2007,2,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
552,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,27,1998,29,25,2097,23.3,5,4,9,4,1,2,3,0,0.21,0.17,0.39,0.17,0.34,Matches
553,Jonathan Clauss,fr FRA,"MF,DF",Nice,fr Ligue 1,32,1992,30,28,2530,28.1,1,6,7,1,0,0,0,0,0.04,0.21,0.25,0.04,0.25,Matches
554,Nathaniel Clyne,eng ENG,"MF,DF",Crystal Palace,eng Premier League,34,1991,10,7,594,6.6,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches
555,Matteo Cocchi,it ITA,DF,Inter,it Serie A,18,2007,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
556,Saúl Coco,gq EQG,DF,Torino,it Serie A,26,1999,35,35,3088,34.3,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches
557,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,36,1988,5,1,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
558,Maxime Colin,fr FRA,DF,Metz,fr Ligue 1,33,1991,22,18,1692,18.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
559,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,24,2001,35,32,2975,33.1,1,2,3,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,Matches
560,Nnamdi Collins,de GER,DF,Frankfurt,de Bundesliga,21,2004,23,16,1500,16.7,1,2,3,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18,Matches
561,Michele Collocolo,it ITA,MF,Cremonese,it Serie A,25,1999,8,5,362,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
562,Santiago Colombatto,ar ARG,MF,Oviedo,es La Liga,28,1997,32,23,2064,22.9,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches
563,Lorenzo Colombo,it ITA,FW,Genoa,it Serie A,23,2002,38,30,2326,25.8,7,1,8,6,1,2,2,0,0.27,0.04,0.31,0.23,0.27,Matches
564,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,22,2003,3,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
565,Eray Cömert,ch SUI,DF,Valencia,es La Liga,27,1998,17,15,1337,14.9,2,1,3,2,0,0,3,1,0.13,0.07,0.20,0.13,0.20,Matches
566,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,28,1996,34,28,2407,26.7,3,6,9,3,0,0,5,1,0.11,0.22,0.34,0.11,0.34,Matches
567,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,20,2005,27,18,1696,18.8,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches
568,Francisco Conceição,pt POR,"MF,FW",Juventus,it Serie A,22,2002,31,27,2078,23.1,3,5,8,3,0,0,3,0,0.13,0.22,0.35,0.13,0.35,Matches
569,Christian Conteh,de GER,"MF,FW",Heidenheim,de Bundesliga,25,1999,9,4,404,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
570,Sirlord Conteh,de GER,"MF,FW",Heidenheim,de Bundesliga,29,1996,15,3,625,6.9,2,1,3,2,0,0,1,0,0.29,0.14,0.43,0.29,0.43,Matches
571,Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,29,1996,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
572,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,28,1997,18,8,874,9.7,0,1,1,0,0,0,1,1,0.00,0.10,0.10,0.00,0.10,Matches
573,Copete,es ESP,DF,Valencia,es La Liga,25,1999,21,19,1759,19.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
574,Diego Coppola,it ITA,DF,Paris FC,fr Ligue 1,21,2003,13,13,1170,13.0,0,2,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches
575,Diego Coppola,it ITA,DF,Brighton,eng Premier League,21,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
576,Francesco Coppola,it ITA,DF,Pisa,it Serie A,20,2005,7,5,458,5.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
577,Francis Coquelin,fr FRA,MF,Nantes,fr Ligue 1,34,1991,16,8,655,7.3,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
578,Derek Cornelius,ca CAN,"DF,FW",Marseille,fr Ligue 1,27,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
579,Maxwel Cornet,ci CIV,MF,Genoa,it Serie A,28,1996,8,1,118,1.3,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches
580,Iván Corralejo,es ESP,MF,Real Betis,es La Liga,18,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
581,Félix Correia,pt POR,MF,Lille,fr Ligue 1,24,2001,34,26,2053,22.8,4,5,9,4,0,0,2,0,0.18,0.22,0.39,0.18,0.39,Matches
582,Thierry Correia,pt POR,"DF,MF",Valencia,es La Liga,26,1999,24,17,1392,15.5,0,2,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches
583,Alvaro Cortes,es ESP,DF,Barcelona,es La Liga,20,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
584,Paco Cortés,es ESP,"MF,FW",Levante,es La Liga,17,2007,12,4,472,5.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
585,Edoardo Corvi,it ITA,GK,Parma,it Serie A,24,2001,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
586,Coba da Costa,es ESP,MF,Getafe,es La Liga,23,2002,14,2,348,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
587,Danny da Costa,de GER,"DF,MF",Mainz 05,de Bundesliga,32,1993,34,30,2695,29.9,2,3,5,2,0,0,3,0,0.07,0.10,0.17,0.07,0.17,Matches
588,Logan Costa,cv CPV,DF,Villarreal,es La Liga,24,2001,2,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
